Nombre,Comentarios
Love Bakery,"Ame el New York Roll 🤤🤤🤤🤤🤤, y me lleve a casa una hogaza de masa madre, el lugar está de lo más cómodo para el cafecito platicador, si regreso 💜"
The Italian Coffee Fco de Montejo,"Siempre es una opción segura. La calidad de los alimentos y bebidas nunca decepciona. La atención en esta sucursal fue muy amable por parte de la mesera que nos atendió. Los precios son muy accesibles.
Es un muy buen lugar para cuando quieres ponerte al día con un amigo o por algún asunto laboral.
Esta ocasión consumimos en el lugar pero también son una muy buena opción para consumir en servicio para llevar."
The Italian Coffee Fco de Montejo,"Buen servicio, amabilidad, atención, ricos cafés fríos, frapes, sándwiches, postres 😁"
The Italian Coffee Fco de Montejo,"Pues en general el cafe siempre ha sido bueno, lo que no es correcto x eso se llevo 4 puntos rd la.comida, pedi pastel opera, no hay.....pedi pan de limon,  no hay......, que ya tiene rato q ue no tienen pero no han actualizado su menu.....tache, por lo demas, esta bien"
The Italian Coffee Fco de Montejo,"Cómo y tranquilo. Para desayunar mientras ves la vida pasar.

Me gusta mucho desayunar aquí. La opción de bocadillos salados es ideal para un desayuno o una merienda. Me gustan mucho los postres, aunque casi nunca tienen el muffin de chocolate.

Mis prefereridos: el chocolate Italiano caliente y el Panino italiano."
The Italian Coffee Fco de Montejo,"Excelente servicio,muy amable la señorita que nos atendió,ya es segunda vez que voy  con mi esposa y fue rápido el servicio 😁 y todo muy rico"
The Sweetery,"Muy buena opción de comida saludable, excelente servicio y muy buena relación precio/calidad."
Chilitos Cafetería y Restaurante,"Los chilaquiles están buenos, no son los mejores que he probado. Del café siento que te sirven super poquito.
Ambiente tranquilo."
Chilitos Cafetería y Restaurante,"Las quesabirrias, chamberete, café...todo excelente 👌,  un buen lugar para comer, muy buen ambiente, atención personalizada."
Chilitos Cafetería y Restaurante,"Excelentes platillos. Me encantaron las quesabirrias, refrescantes bebidas y sabroso café!"
Chilitos Cafetería y Restaurante,"Muy amables y todo lo que pedimos de comer muy rico, si lo recomiendo."
Chilitos Cafetería y Restaurante,riquísimo todo y buena atención
Cocina de Normi,Excelente calidad y sabor. La torta cubana está deliciosa ! Lo reocmiendo mucho
Cocina de Normi,Me encanto el sazón de la comida ya que es casera. Muy buena opción y los precios bastante accesibles. Lo recomendaría siempre. Gracias
Cocina de Normi,Todo el menú.. Es delicioso. Lo recomiendo ampliamente...
Cocina de Normi,
Cocina de Normi,
Amore e Gusto,"Fuimos en la tarde noche y nos prestaron repelente:) la atención muy buena y la pasta bien servida y rica, pedí Carbonara (muy rica, pero un poco salada para mi gusto) y mi amiga pidió una ensalada chica de salmón"
Amore e Gusto,"Deliciosa comida en un ambiente muy agradable. El tiramisú me quedó debiendo un poco o tal vez el resto de la comida fue extraordinaria. Un poco demasiado aislado, pero una muy bena experiencia en Mérida. Recomendable y sí volveré a llegar."
Amore e Gusto,"La comida es muy rica y auténtica, sin ningún tipo de pretenciones. Recomiendo que le agreguen camarones a la pasta que ordenen ya qué están cocinados a la perfección. Muy buenos precios y el propio chef te atiende si no está muy lleno. 10/10, volveremos!"
Amore e Gusto,"Fui una primera vez y me encantó la sencillez de la terraza mezclado con el sabor de sus platos. Eso me hizo volver y sigo quedando muy a gusto con el sitio. La atención de los a chicos es esmerada y atenta., definitivamente buen servicio y buenos platillos. Vale la pena que pasen a conocerlo. Precios cómodos además."
Amore e Gusto,"La comida es deliciosa, los ingredientes se sientes frescos y de calidad, el lugar es tranquilo con ambiente ameno y agradable, los precios son bajos para lo que se sirve, sin duda regresaré para probar más de su menú."
Las Palmas Cenas y Snacks,
Sanbravo,"Un lugar recomendable para comer delicioso, probamos varias platos y bebidas todo estuvo muy rico, la atención muy buena y son muy cuidadosos con el tema de las restricciones alimenticias (alergias)
Si desean un buen corte es una gran opción este restaurante.

a good option to eat."
Sanbravo,"Reservamos para pasar año nuevo aquí y fue una excelente opción, el lugar es muy bonito (estuvimos en la zona de bar). La comida y bebidas estuvieron deliciosas. El lugar estaba arreglado muy bien y el ambiente fue muy agradable. Definitivamente un lugar al
que volveríamos."
Sanbravo,"Excelente relación precio/calidad

Las bebidas y los alimentos estuvieron excelentes .

El lugar muy lindo y cómodo

El servicio del capitán y mixologa muy atento.

Coincido con algunos comentarios respecto a qué los meseros , en este caso mesera no les "" gustan "" las promociones.

Evidentemente esto es por falta de capacitación y/o disciplina ya que piensan que al dar una promoción van a "" perder "" consumo y es lo más errado .

Las promociones son pensadas por la administración para elevar el cheque promedio o consumo y la satisfacción del cliente .

Si los meseros son empáticos es más fácil que uno como cliente les dejes un 15 o 20 % de propina  o que lo que te "" ahorraste "" lo consumas en postres o digestivos  a si en cambio tratan de negar o ocultar las promociones.

Me gustó tanto que a los 2 días regreso a una comida de negocios

Promociones vigentes
Cervezas gratis en consumo de alimentos ( no aplica en días festivos )

Burguers 2x1 antes de las 6 pm de lunes a jueves .

El menú de los niños va incluido con bebida y postre ."
Sanbravo,"El lugar está hermoso para ir con la familia y en pareja la atención de lo mejor ,la comida deliciosa al igual que los postres y ni que decir de la bebidas ,tienen promociones muy buenas por dias"
Sanbravo,"Excelente servicio, la calidad y sabor de los alimentos es muy buena. Su promo de cervezas elevan  la relación calidad/precio y como papá me encanta que el platillo de mi hija es cortesía. Sin duda es de mis lugares favoritos y lo recomiendo mucho."
"Almuerzos y cenas ""Doña Dora""",Comida muy rica y económica con el sazón a hogar la malloria de los guisos son cocinados ala leña un 10 👍
"Almuerzos y cenas ""Doña Dora""",Buen sazón a precio justo.
"Almuerzos y cenas ""Doña Dora""",
Cienfuegos,"Un lugar muy elegante, con un excelente servicio y atención. La comida es de muy alta calidad y muy bien presentada. Hay una buena variedad de platos, desde entradas con ingredientes exóticos, platos a base de mariscos, hamburguesa, así como un buen portafolio de cortes de res, cocinados prácticamente a la perfección, eso sí, lleva preparada tu cartera..."
Cienfuegos,"Los alimentos son muy buenos. Todas las entradas nos gustan.  Recomiendó cortes con grasa , el magro no les queda bien el punto de cocción.  El carajillo cienfuegos está deli.

El servicio es excelente, los meseros super atentos, música agradable. Cuentan con valet parking.

Tienen muy buena  variedad de vinos y destilados. Cuentan con terraza cerrada para  fumar. Te recomiendo sacar resevacion.

Lastima que en algunas ocasiones la iluminación no es adecuada, bajan demasiado la luz.

Mi esposo y yo disfrutamos ir solos o con amigos, mis hijas no lo disfrutan. En mi percepción es  un restaurante más bien de adultos , si tienes hijos pequeños te recomendaría otras opciones."
Cienfuegos,"Por algunas reseñas malas tenía mucho temor de visitar el lugar en mi cumpleaños pero me sorprendió! Literalmente estoy encantada con la atención, desde la gente de la entrada que se portó muy amable cuando quise cambiar la mesa. Los meseros son demasiado atentos, me parece muy bueno que se esfuercen por una excelente atención. La comida deliciosa, literal no hubo nada que haya probado que no me gustara. Pedí un corte New York, corazón de filete y un rib eye, todo delicioso y Al tener gente en la mesa que no quería el mismo término de cocción los meseros nos apoyaron para que cada uno disfrute de lo que quería comer. De  entrada y side dish pedimos brócoli (tenía sabor a carne y ahumado), coliflor, champiñones y papas a la francesa, absolutamente todo estuvo delicioso. Los ostiones Rockefeller son otro nivel… incluso a mi familia que normalmente odia los ostiones le encantó (son Kumamoto, su sabor es más ligero) Definitivamente valió la pena el precio, las porciones son grandes y regresaría sin duda. Qué buena suerte que resultó ser un buen sitio para mi cumpleaños, hasta un postre me obsequiaron. 10/10, no será la reseña más Gourmet pero creo que queda claro que el lugar vale la pena. Regresaré sin duda 💜"
Cienfuegos,"Las entradas son espectaculares, cualquiera de ellas (mi preferido el brócoli) la calidad que tienen los cortes de carne son deliciosos y además una atención súper buena desde el primer momento. Si es fin de semana preferible llamar para reservar."
Cienfuegos,"Restaurante muy agradable y con buen servicio por parte de los meseros, buena variedad de vinos, las entradas que pedimos con salmón estaban normales, los tacos de suadero muy buenos, la tostada de salmón no tenía mucho sabor, bonito restaurante"
Loncheria Doña Lore,"Sigue siendo muy rica su comida, pero la atención deja mucho que desear, la última visita nunca me trajeron la carta, me tomaron la orden así de memoria, 25 minutos y ni las bebidas llegaron por lo cual me retiré, lástima, porque sus cocineras siguen teniendo muy buen sazón."
Loncheria Doña Lore,"Deliciosa comida yucateca, algunos platos se preparan en el momento y podrían demorar un poco, el local está bien iluminado, la atención es muy amable. El sabor es excelente y los precios muy accesibles, las aguas naturales son una excelente opción."
Loncheria Doña Lore,"Comida rica, lugar bien, servicio pésimo, tardan horas, solo somos 3 mesas y tardan demasiado. Van dos veces que venimos en diferentes semanas y es lo mismo, no quiero imaginar cuando esté lleno."
Loncheria Doña Lore,"Excelente comida, súper recomendable, el caldo de especial me gustaría con más pollo pero todo muy bien."
Loncheria Doña Lore,"Llamó la atención la iluminación del lugar pero la comida deja mucho que desear, el panucho de pavo dudo que la carne sea de pavo o el guiso sabe más a carne estilo Michoacán ( ver foto). El caldo de pavo no sabe a pavo. No sé realmente qué carne es y cómo está guisado pero un buen panucho y bien salbud se elabora con pavo estilo indio o yucateco, asado y adobado con achiote y la carne blanca y limpia .
Lamento decirles que no regresaré …"
Sonora Grill,"Buen lugar para cenar con un excelente ambiente y buena música, aconsejo pedir mesa en el área de terraza techada.
Si van con niños pedirla en el salón y cuentan con un área para niños en la cual puedes dejarlos.
La comida es buena pero no excelente. Y las bebidas son muy ricas."
Sonora Grill,"Es una buena opción, el lugar es agradable y la comida buena. Pedimos varias cosas todo bien, excepto al final que la atención al cliente fue mala se olvidaron de nosotros."
Sonora Grill,"El lugar está bonito y elegante, es una franquicia reconocida, así que obviamente no es nada barato.
El servicio de los meseros es bueno, nuestro mesero Angel muy atento y se la rifó bastante bien, dio la cara por todos los problemas de cocina y el bar ¡terrible!: 1-pedimos una parrillada para 3 personas y nos informó que no tenían la cerveza de la casa (que viene incluida en el paquete), 2- pedimos también la orden de medio pollo y después de 40 minutos de espera, el mesero tuvo que regresar a decirnos que solo les quedaba 1/2 pollo para la parrillada así que la orden individual tenía que cancelarse y cambiarlo por otro platillo (pedimos la ensalada Torre de jitomate), 3- cuando por fin llegó la parrillada, el pollo llegó semicrudo, tuvimos que pedir que lo regresaran al horno a que terminaran de cocerlo, 4- pedimos 2 postres de Mocka Cake, el pobre mesero apenadísimo regresó a decirnos que solo podían darnos 1, y nos ofreció cambiarnos el otro por cualquier otro postre sin costo, porque ya habían sido muchos faltantes en nuestro pedido.
Lo peor de todo fue el tiempo de espera, estuvimos en el restaurante un aprox de 3 hrs, y de ese tiempo esperamos casi 2 hrs por nuestra comida!!! éramos un grupo de 7 adultos y 2 niños, aún así tampoco era para esperar tanto tiempo, sobre todo por la comida de los niños que ya se nos morían de hambre.
Es increíble que un restaurante de ese nivel y de esos precios tengan tan mala organización en su cocina, deja mucho que desear.
Otra cosa es que la música la tienen demasiado alta, no puedes platicar a gusto, tienes prácticamente que estar gritando.
Nosotros fuimos ahí porque estamos de visita en Mérida y quisimos celebrar un cumpleaños porque en la CDMX nos han atendido muy bien y rápido, pero aquí definitivamente es todo lo contrario.
La verdad NO regresaríamos."
